Gene identifier	baseMean	log2FoldChange	lfcSE	stat	p-value	p-adjusted
MSTRG.3925	14’092.1000	-0.0491	0.0965	13.4350	3.7844E-03	8.0429E-03
MSTRG.12849	2’949.6354	0.6785	0.2040	13.4350	3.7845E-03	8.0429E-03
MSTRG.5958	6.0495	-2.2163	1.1422	13.4278	3.7972E-03	8.0693E-03
ENSG00000221866.9	4.7444	-1.9878	2.1635	13.4270	3.7985E-03	8.0714E-03
MSTRG.7312	4’072.3138	0.6157	0.2263	13.4265	3.7995E-03	8.0727E-03
ENSG00000100191.5	5.3682	-2.4341	1.0382	13.4258	3.8006E-03	8.0743E-03
MSTRG.8369	29.6473	-0.9421	0.4501	13.4257	3.8009E-03	8.0743E-03
MSTRG.542	934.3332	0.4209	0.1300	13.4255	3.8013E-03	8.0743E-03
MSTRG.19972	9’345.7331	-0.3706	0.1126	13.4217	3.8081E-03	8.0880E-03
MSTRG.19482	5’283.2830	0.3400	0.0957	13.4213	3.8088E-03	8.0888E-03
MSTRG.9643	8’111.9316	0.3117	0.1102	13.4190	3.8129E-03	8.0968E-03
MSTRG.20212	8’223.8226	-0.6000	0.2030	13.4159	3.8184E-03	8.1078E-03
MSTRG.21408	285.6322	-0.3685	0.2897	13.4156	3.8189E-03	8.1082E-03
MSTRG.11205	4’887.2502	-0.6034	0.2008	13.4150	3.8200E-03	8.1098E-03
ENSG00000134121.10	111.0044	-0.3834	0.3877	13.4139	3.8220E-03	8.1133E-03
MSTRG.9241	18’365.5913	-0.0427	0.1284	13.4133	3.8229E-03	8.1146E-03
ENSG00000267453.7	17.5900	-8.5947	2.8441	13.4131	3.8234E-03	8.1149E-03
ENSG00000283317.1	23.5915	-1.9325	0.6302	13.4121	3.8251E-03	8.1178E-03
MSTRG.989	3’370.4955	-0.3625	0.1399	13.4096	3.8296E-03	8.1266E-03
MSTRG.17619	12’167.9497	-0.4780	0.2087	13.4072	3.8339E-03	8.1350E-03
MSTRG.10942	1’583.4156	0.2320	0.1227	13.4067	3.8347E-03	8.1359E-03
ENSG00000229168.4	3.7140	-2.5882	1.6179	13.4037	3.8402E-03	8.1470E-03
MSTRG.9447	2’452.5632	0.2668	0.0951	13.4017	3.8438E-03	8.1538E-03
ENSG00000232859.10	57.9642	0.1328	0.3902	13.4009	3.8452E-03	8.1561E-03
MSTRG.17398	2.3082	4.3726	1.7994	13.4003	3.8463E-03	8.1573E-03
ENSG00000285473.1	2.3204	0.8563	2.1960	13.4002	3.8465E-03	8.1573E-03
MSTRG.25205	22.0441	1.4257	0.4396	13.3998	3.8471E-03	8.1580E-03
MSTRG.4017	4’357.3623	-0.4995	0.1812	13.3985	3.8494E-03	8.1622E-03
MSTRG.1425	13.0816	-1.9835	0.6260	13.3952	3.8555E-03	8.1743E-03
MSTRG.10452	2.7638	-5.3150	1.6496	13.3923	3.8607E-03	8.1845E-03
MSTRG.27341	2’596.7279	-0.2876	0.2265	13.3912	3.8627E-03	8.1880E-03
MSTRG.16921	256.2782	-0.3459	0.1748	13.3909	3.8633E-03	8.1885E-03
ENSG00000178965.14	1.9566	4.1851	1.7966	13.3907	3.8635E-03	8.1885E-03
MSTRG.22600	29.8390	0.4067	0.4292	13.3897	3.8653E-03	8.1914E-03
MSTRG.3526	12.0845	0.0873	0.6454	13.3893	3.8661E-03	8.1924E-03
ENSG00000258441.1	415.7948	-0.0099	0.1853	13.3871	3.8701E-03	8.2003E-03
MSTRG.25573	37.6021	-0.9332	0.3985	13.3823	3.8787E-03	8.2176E-03
MSTRG.19979	14’682.0384	-0.2785	0.0983	13.3814	3.8804E-03	8.2205E-03
MSTRG.315	11.4095	0.1909	1.3915	13.3744	3.8931E-03	8.2467E-03
MSTRG.11600	44.6683	-1.1131	0.5116	13.3711	3.8991E-03	8.2587E-03
MSTRG.22548	35.6747	1.4572	0.5852	13.3707	3.8999E-03	8.2596E-03
ENSG00000182168.15	21.7132	-1.5731	0.6257	13.3673	3.9060E-03	8.2719E-03
MSTRG.21164	14.3407	2.0675	0.6334	13.3654	3.9095E-03	8.2786E-03
MSTRG.6086	151.6554	-0.3145	0.2833	13.3597	3.9199E-03	8.2999E-03
MSTRG.3236	1’921.1597	-0.2825	0.1495	13.3555	3.9276E-03	8.3153E-03
MSTRG.9657	1’572.1238	0.3278	0.1161	13.3503	3.9371E-03	8.3348E-03
ENSG00000183826.18	1’132.1529	0.1099	0.1142	13.3477	3.9419E-03	8.3442E-03
MSTRG.1768	12.0776	-1.5203	0.6834	13.3453	3.9463E-03	8.3528E-03
MSTRG.6442	9’013.7894	-0.1357	0.1431	13.3433	3.9500E-03	8.3586E-03
ENSG00000186642.16	342.9423	1.8914	0.5092	13.3433	3.9501E-03	8.3586E-03
ENSG00000213888.3	205.3620	0.7807	0.2503	13.3433	3.9501E-03	8.3586E-03
MSTRG.7132	22.9207	1.7216	0.5082	13.3409	3.9545E-03	8.3671E-03
MSTRG.16212	1’729.3523	-0.1780	0.1470	13.3386	3.9587E-03	8.3753E-03
ENSG00000241104.5	2.3218	3.5701	1.6688	13.3360	3.9636E-03	8.3849E-03
MSTRG.47	73.6844	-2.9483	2.7201	13.3323	3.9703E-03	8.3984E-03
MSTRG.2924	194.1590	0.2971	0.2056	13.3244	3.9850E-03	8.4288E-03
MSTRG.8509	4.8759	1.5135	1.0471	13.3238	3.9862E-03	8.4298E-03
ENSG00000230649.3	1.9357	5.2710	2.0624	13.3238	3.9862E-03	8.4298E-03
MSTRG.13627	10’874.1244	0.2674	0.1249	13.3203	3.9928E-03	8.4430E-03
MSTRG.3164	77.8461	-0.8290	0.3226	13.3185	3.9960E-03	8.4491E-03
MSTRG.2319	6’016.2397	-0.2146	0.1107	13.3182	3.9967E-03	8.4497E-03
MSTRG.14375	7.0430	2.8826	0.9694	13.3149	4.0028E-03	8.4618E-03
MSTRG.23489	7’173.5012	0.2161	0.1302	13.3107	4.0106E-03	8.4777E-03
ENSG00000227060.7	70.6236	-0.9870	0.4265	13.3103	4.0114E-03	8.4786E-03
MSTRG.21648	9’359.9779	-0.2913	0.1119	13.3097	4.0126E-03	8.4803E-03
MSTRG.17692	13.5512	2.0437	0.9542	13.3064	4.0187E-03	8.4925E-03
MSTRG.26141	13’969.2169	-0.6515	0.1845	13.3060	4.0194E-03	8.4933E-03
MSTRG.18854	9’534.6852	-0.3760	0.1114	13.3055	4.0205E-03	8.4948E-03
MSTRG.10647	20.1212	1.0155	0.5898	13.3050	4.0214E-03	8.4959E-03
MSTRG.279	16.1327	0.4723	0.5563	13.3043	4.0227E-03	8.4979E-03
MSTRG.2146	73.0884	-0.8858	0.5092	13.3024	4.0262E-03	8.5047E-03
MSTRG.1457	1’886.5186	0.0261	0.1343	13.3016	4.0278E-03	8.5073E-03
MSTRG.69	30.0261	8.1091	2.3991	13.3007	4.0294E-03	8.5099E-03
ENSG00000176761.7	3.9891	-1.0201	1.9517	13.2952	4.0397E-03	8.5310E-03
MSTRG.24581	6’016.8697	-0.3504	0.1372	13.2932	4.0436E-03	8.5383E-03
MSTRG.22416	2’375.6454	-0.1954	0.1471	13.2894	4.0509E-03	8.5529E-03
MSTRG.11138	7’531.8925	-0.2815	0.1037	13.2839	4.0612E-03	8.5741E-03
MSTRG.9628	5’371.6443	0.3222	0.1223	13.2832	4.0625E-03	8.5760E-03
MSTRG.4105	10’671.6202	-0.4111	0.1364	13.2793	4.0700E-03	8.5904E-03
MSTRG.13010	6’463.2487	-0.0957	0.2216	13.2793	4.0700E-03	8.5904E-03
MSTRG.26708	183.1077	-1.0202	0.3081	13.2779	4.0727E-03	8.5952E-03
MSTRG.12468	28.8590	1.1857	0.4742	13.2774	4.0736E-03	8.5963E-03
MSTRG.17187	38.1674	-1.2082	0.3538	13.2746	4.0790E-03	8.6070E-03
MSTRG.9525	352.5647	-1.0001	0.2855	13.2659	4.0955E-03	8.6410E-03
MSTRG.4208	1’304.4665	-0.5716	0.1900	13.2646	4.0979E-03	8.6454E-03
ENSG00000188505.5	4.0643	2.3914	1.0890	13.2613	4.1042E-03	8.6579E-03
ENSG00000239831.1	3.9751	4.8486	1.5317	13.2603	4.1061E-03	8.6612E-03
MSTRG.23299	3’039.7947	-0.2309	0.1901	13.2578	4.1109E-03	8.6706E-03
ENSG00000217442.4	11.6977	-2.0343	0.7972	13.2572	4.1122E-03	8.6726E-03
MSTRG.3502	1’644.5598	0.4881	0.1371	13.2551	4.1162E-03	8.6801E-03
MSTRG.2929	84.6481	0.3748	0.2585	13.2547	4.1170E-03	8.6810E-03
MSTRG.13694	2.7033	1.9901	1.5045	13.2540	4.1183E-03	8.6831E-03
MSTRG.3504	257.3439	0.7908	0.2232	13.2531	4.1200E-03	8.6858E-03
MSTRG.4209	4’562.7537	-0.0226	0.0933	13.2523	4.1216E-03	8.6885E-03
MSTRG.13207	1.9436	5.2662	2.0489	13.2509	4.1243E-03	8.6934E-03
MSTRG.24494	76.5499	-0.8293	0.2593	13.2495	4.1271E-03	8.6985E-03
MSTRG.24835	4’086.6244	-0.6999	0.1954	13.2480	4.1298E-03	8.7034E-03
MSTRG.15926	492.0966	0.4945	0.2369	13.2469	4.1321E-03	8.7075E-03
MSTRG.22716	7.8565	1.3051	0.9266	13.2438	4.1379E-03	8.7191E-03
MSTRG.24816	3’442.9472	-0.3583	0.1146	13.2411	4.1431E-03	8.7292E-03
ENSG00000262179.3	2.8108	3.1000	1.5504	13.2334	4.1581E-03	8.7600E-03
ENSG00000227581.2	20.8717	-0.7639	0.4249	13.2325	4.1598E-03	8.7629E-03
MSTRG.14758	2.2022	5.4059	2.0214	13.2304	4.1640E-03	8.7708E-03
MSTRG.4	1’841.5842	0.6061	0.1709	13.2300	4.1647E-03	8.7716E-03
MSTRG.22827	164.6175	-0.5424	0.2825	13.2293	4.1661E-03	8.7738E-03
MSTRG.3791	421.5428	0.7768	0.2462	13.2275	4.1696E-03	8.7804E-03
MSTRG.927	1’186.5778	-0.3867	0.1216	13.2261	4.1724E-03	8.7855E-03
MSTRG.9184	12.3881	0.1267	0.5952	13.2247	4.1750E-03	8.7901E-03
MSTRG.28023	1’121.9640	-0.3963	0.2407	13.2246	4.1753E-03	8.7901E-03
MSTRG.22503	1’319.9631	0.5503	0.1624	13.2225	4.1793E-03	8.7977E-03
MSTRG.7190	1’053.4273	0.6536	0.2552	13.2213	4.1817E-03	8.8019E-03
MSTRG.9842	40.8515	0.3956	0.4386	13.2211	4.1820E-03	8.8019E-03
MSTRG.551	523.3214	0.8337	0.2777	13.2191	4.1859E-03	8.8094E-03
MSTRG.10085	114.4127	-1.1962	0.3266	13.2157	4.1926E-03	8.8226E-03
MSTRG.14947	727.7138	-0.4661	0.1783	13.2111	4.2017E-03	8.8409E-03
ENSG00000259916.1	3.2320	-1.5860	1.6649	13.2109	4.2020E-03	8.8409E-03
MSTRG.9605	1’790.4962	-0.0954	0.1068	13.2084	4.2070E-03	8.8506E-03
MSTRG.27250	1’171.3835	-0.0104	0.1306	13.2032	4.2171E-03	8.8712E-03
MSTRG.7181	6’975.1736	-0.1629	0.1168	13.2024	4.2187E-03	8.8736E-03
MSTRG.3507	7’329.9832	-0.2423	0.1648	13.1993	4.2249E-03	8.8860E-03
MSTRG.25649	25.7287	-0.5544	0.5740	13.1904	4.2425E-03	8.9221E-03
MSTRG.1702	127.8184	-0.4700	0.2255	13.1884	4.2464E-03	8.9297E-03
MSTRG.14581	12.7616	-1.1720	0.8779	13.1877	4.2477E-03	8.9316E-03
MSTRG.19765	14’981.4928	0.1640	0.1418	13.1828	4.2576E-03	8.9515E-03
MSTRG.1408	2’179.5998	0.2714	0.1467	13.1825	4.2581E-03	8.9518E-03
MSTRG.14953	7’023.3020	0.1851	0.1519	13.1820	4.2590E-03	8.9530E-03
MSTRG.26092	46.3550	-0.0115	0.4204	13.1710	4.2811E-03	8.9986E-03
ENSG00000178033.6	12.8587	-2.2698	0.7850	13.1699	4.2832E-03	9.0020E-03
MSTRG.22154	13.9727	1.0244	0.6635	13.1698	4.2835E-03	9.0020E-03
MSTRG.24397	29.1247	-0.9509	0.3726	13.1683	4.2864E-03	9.0074E-03
MSTRG.24233	4.9688	0.3300	1.0507	13.1671	4.2888E-03	9.0116E-03
MSTRG.5210	443.6567	-0.8184	0.2495	13.1652	4.2926E-03	9.0189E-03
ENSG00000184599.13	2.9230	0.1998	1.3871	13.1626	4.2979E-03	9.0284E-03
ENSG00000268598.1	2.0496	-0.1055	2.0924	13.1626	4.2979E-03	9.0284E-03
ENSG00000269220.1	6.6488	2.3006	0.9740	13.1603	4.3024E-03	9.0371E-03
MSTRG.18855	290.0629	0.5544	0.2465	13.1598	4.3035E-03	9.0384E-03
MSTRG.22443	1’093.7761	0.0420	0.1585	13.1596	4.3038E-03	9.0384E-03
MSTRG.8345	1’000.6003	0.1417	0.1459	13.1586	4.3059E-03	9.0421E-03
MSTRG.18313	153.8605	0.3622	0.3249	13.1574	4.3082E-03	9.0461E-03
MSTRG.4006	10’051.9882	-0.1825	0.0928	13.1516	4.3199E-03	9.0698E-03
MSTRG.15088	6.9729	-2.0998	1.0251	13.1500	4.3231E-03	9.0758E-03
MSTRG.23994	56.5543	-0.3740	0.3119	13.1467	4.3299E-03	9.0892E-03
MSTRG.16330	10’138.9005	-0.2607	0.2197	13.1433	4.3367E-03	9.1028E-03
MSTRG.14927	2’491.1322	-0.0123	0.1166	13.1411	4.3412E-03	9.1113E-03
MSTRG.21393	48.2057	-0.8469	0.3411	13.1396	4.3443E-03	9.1171E-03
MSTRG.249	23.1569	-2.3565	0.8398	13.1375	4.3486E-03	9.1252E-03
MSTRG.2360	53.7751	1.2450	0.3807	13.1350	4.3536E-03	9.1349E-03
MSTRG.19160	235.5368	-0.2380	0.2685	13.1335	4.3566E-03	9.1405E-03
MSTRG.16234	5.0288	5.7883	1.6022	13.1302	4.3633E-03	9.1537E-03
ENSG00000174792.11	6.1343	1.1919	1.2221	13.1286	4.3666E-03	9.1598E-03
MSTRG.15266	9’063.4978	0.2195	0.1186	13.1227	4.3787E-03	9.1845E-03
MSTRG.20054	8’305.4814	-0.3417	0.1418	13.1212	4.3818E-03	9.1900E-03
MSTRG.15885	3’340.8009	0.5023	0.1853	13.1202	4.3837E-03	9.1933E-03
MSTRG.23985	129.9722	0.7801	0.2376	13.1115	4.4017E-03	9.2301E-03
MSTRG.18976	6’455.3356	-0.0439	0.0919	13.1086	4.4075E-03	9.2417E-03
ENSG00000130653.16	57.0722	1.0085	0.3694	13.1073	4.4102E-03	9.2465E-03
ENSG00000227392.2	17.0369	-1.5564	0.6537	13.1065	4.4119E-03	9.2493E-03
MSTRG.27966	3’063.3942	-0.0743	0.2008	13.1060	4.4128E-03	9.2503E-03
MSTRG.5087	1’426.9097	-0.3689	0.1482	13.1029	4.4194E-03	9.2633E-03
MSTRG.20209	5’108.5502	-0.3214	0.1246	13.1018	4.4216E-03	9.2671E-03
MSTRG.12058	859.0820	-0.2524	0.1791	13.1005	4.4243E-03	9.2719E-03
MSTRG.24586	2’040.9536	-0.7268	0.2107	13.0987	4.4279E-03	9.2787E-03
MSTRG.4692	3’003.7083	-0.1460	0.1156	13.0922	4.4415E-03	9.3063E-03
ENSG00000140798.16	2.4864	-0.1055	2.1748	13.0909	4.4442E-03	9.3112E-03
MSTRG.23435	246.1642	-0.6208	0.2217	13.0889	4.4482E-03	9.3189E-03
MSTRG.14599	1’202.4319	-0.3307	0.1966	13.0805	4.4657E-03	9.3545E-03
MSTRG.10248	1’207.4575	-0.2643	0.2057	13.0760	4.4751E-03	9.3736E-03
MSTRG.604	934.4150	-0.5356	0.1705	13.0692	4.4894E-03	9.4026E-03
MSTRG.14980	3’838.1648	-0.0388	0.1209	13.0683	4.4911E-03	9.4054E-03
MSTRG.11286	11.2264	0.9562	0.7543	13.0607	4.5073E-03	9.4384E-03
MSTRG.11336	455.0966	-0.5749	0.1744	13.0589	4.5109E-03	9.4452E-03
MSTRG.4640	1’720.8533	-0.3247	0.1338	13.0585	4.5118E-03	9.4462E-03
MSTRG.19948	130.7419	0.0101	0.2253	13.0554	4.5182E-03	9.4589E-03
MSTRG.15267	364.5537	0.3921	0.1518	13.0478	4.5344E-03	9.4919E-03
MSTRG.25748	31.3142	1.1221	0.3746	13.0467	4.5366E-03	9.4951E-03
MSTRG.25812	21.4433	-0.3411	0.4645	13.0466	4.5368E-03	9.4951E-03
MSTRG.3170	301.1261	1.0968	0.3085	13.0465	4.5371E-03	9.4951E-03
MSTRG.15154	3’536.5347	-0.0057	0.1052	13.0456	4.5391E-03	9.4984E-03
MSTRG.9695	37.7342	1.0886	0.3459	13.0444	4.5415E-03	9.5023E-03
ENSG00000224635.2	13.3878	-1.6774	0.7128	13.0443	4.5418E-03	9.5023E-03
MSTRG.14976	3’185.1380	0.3703	0.1983	13.0408	4.5491E-03	9.5169E-03
MSTRG.16783	1’791.8076	0.0115	0.1236	13.0391	4.5528E-03	9.5238E-03
MSTRG.20599	3’779.2822	-0.3065	0.1807	13.0364	4.5585E-03	9.5349E-03
ENSG00000279277.2	11.1235	0.9940	0.8785	13.0335	4.5646E-03	9.5458E-03
MSTRG.2229	4’205.5491	-0.3447	0.1234	13.0334	4.5649E-03	9.5458E-03
MSTRG.1084	31’900.6339	0.0556	0.1220	13.0332	4.5653E-03	9.5458E-03
ENSG00000226965.2	8.2660	-1.8101	0.7342	13.0332	4.5653E-03	9.5458E-03
MSTRG.24755	72.4213	0.6976	0.5771	13.0328	4.5662E-03	9.5467E-03
ENSG00000273796.1	19.2799	-1.7492	0.5375	13.0316	4.5688E-03	9.5513E-03
MSTRG.25462	3’823.4218	-0.1616	0.1256	13.0314	4.5692E-03	9.5513E-03
MSTRG.21991	6’703.5474	-0.3673	0.1099	13.0311	4.5698E-03	9.5517E-03
ENSG00000233901.6	81.8709	0.0793	0.2889	13.0223	4.5885E-03	9.5901E-03
ENSG00000274010.1	32.1079	0.8902	0.3690	13.0217	4.5900E-03	9.5923E-03
MSTRG.5574	15’560.2241	-0.6192	0.2285	13.0192	4.5953E-03	9.6026E-03
MSTRG.9619	4’481.0175	0.0943	0.1026	13.0156	4.6030E-03	9.6179E-03
MSTRG.14836	2’492.2343	-0.5600	0.2088	13.0144	4.6056E-03	9.6223E-03
MSTRG.13031	1’132.7500	0.1677	0.2290	13.0142	4.6059E-03	9.6223E-03
MSTRG.10978	1’333.3596	-0.1624	0.1973	13.0112	4.6125E-03	9.6351E-03
MSTRG.7382	11’971.2940	-0.6517	0.2052	13.0073	4.6207E-03	9.6516E-03
MSTRG.16830	246.1060	-0.1199	0.2207	13.0033	4.6295E-03	9.6684E-03
MSTRG.982	25’964.4699	-0.2392	0.1236	13.0032	4.6296E-03	9.6684E-03
MSTRG.2698	5’871.7203	-0.2784	0.1418	13.0002	4.6362E-03	9.6809E-03
MSTRG.99	641.8798	-0.2231	0.1655	13.0001	4.6364E-03	9.6809E-03
MSTRG.21966	8’940.7624	-0.1705	0.0884	12.9991	4.6385E-03	9.6845E-03
MSTRG.21391	1’984.6232	-0.5939	0.1794	12.9985	4.6399E-03	9.6864E-03
MSTRG.12812	13’689.2770	-0.0767	0.1334	12.9981	4.6406E-03	9.6872E-03
MSTRG.13965	8.0804	0.0188	0.7904	12.9963	4.6447E-03	9.6949E-03
MSTRG.1489	1’727.1585	-0.0443	0.1635	12.9960	4.6452E-03	9.6950E-03
MSTRG.5052	4’373.8289	0.1305	0.2132	12.9879	4.6628E-03	9.7307E-03
MSTRG.4078	239.9964	1.1883	0.3721	12.9878	4.6631E-03	9.7307E-03
MSTRG.19790	19.6224	-1.6942	0.6575	12.9821	4.6755E-03	9.7558E-03
MSTRG.13709	4’783.3211	0.3466	0.2404	12.9816	4.6765E-03	9.7570E-03
MSTRG.24379	19.2639	-1.3038	0.5013	12.9768	4.6871E-03	9.7783E-03
ENSG00000234311.1	42.4180	0.6229	0.4495	12.9740	4.6931E-03	9.7898E-03
MSTRG.20133	1’710.9432	-0.5016	0.1568	12.9706	4.7006E-03	9.8047E-03
ENSG00000171219.9	81.0567	0.2093	0.3965	12.9702	4.7015E-03	9.8056E-03
MSTRG.10953	3’212.2905	-0.4609	0.1729	12.9700	4.7019E-03	9.8056E-03
MSTRG.6	1.9632	-5.4598	2.2806	12.9622	4.7191E-03	9.8400E-03
MSTRG.9058	5’733.7419	-0.1658	0.1597	12.9622	4.7192E-03	9.8400E-03
MSTRG.13645	8’296.6162	0.1734	0.1378	12.9609	4.7220E-03	9.8450E-03
MSTRG.21416	123.4780	-0.2560	0.3102	12.9584	4.7274E-03	9.8555E-03
MSTRG.2513	7’212.2850	-0.3274	0.1327	12.9540	4.7372E-03	9.8750E-03
MSTRG.1991	33.3241	1.6612	0.4652	12.9510	4.7438E-03	9.8878E-03
MSTRG.21565	2’297.4789	-0.2656	0.1444	12.9508	4.7443E-03	9.8881E-03
MSTRG.20046	11’495.4279	-0.0616	0.1062	12.9500	4.7461E-03	9.8909E-03
MSTRG.16603	2’188.1204	-0.1027	0.1114	12.9481	4.7501E-03	9.8985E-03
MSTRG.27927	7’310.2156	-0.3105	0.1147	12.9477	4.7511E-03	9.8997E-03
MSTRG.16303	24’227.0985	0.0517	0.1225	12.9443	4.7586E-03	9.9143E-03
MSTRG.26112	860.8253	0.1538	0.1424	12.9441	4.7591E-03	9.9146E-03
ENSG00000153930.12	2.1672	-4.2588	1.7278	12.9406	4.7668E-03	9.9298E-03
MSTRG.18054	1’312.8915	-0.2592	0.1584	12.9355	4.7782E-03	9.9526E-03
MSTRG.26918	15.9979	-0.0627	0.8354	12.9337	4.7822E-03	9.9600E-03
MSTRG.9172	7’769.2104	-0.1279	0.1547	12.9333	4.7832E-03	9.9612E-03
MSTRG.5552	958.1121	-0.6644	0.2466	12.9331	4.7835E-03	9.9612E-03
MSTRG.2052	9’225.1402	-0.3121	0.1092	12.9329	4.7840E-03	9.9613E-03
MSTRG.23369	1’456.1117	0.5490	0.1621	12.9325	4.7849E-03	9.9623E-03
MSTRG.20963	16.2808	1.0315	0.5773	12.9279	4.7951E-03	9.9828E-03
MSTRG.17450	7’526.1304	0.3611	0.1102	12.9213	4.8100E-03	1.0013E-02
MSTRG.4434	2.5389	-5.6998	2.0951	12.9174	4.8186E-03	1.0030E-02
MSTRG.10810	39.5608	1.0645	0.3755	12.9170	4.8196E-03	1.0031E-02
MSTRG.24998	29.4198	1.0010	0.3510	12.9128	4.8289E-03	1.0050E-02
MSTRG.23760	4’893.2968	0.4235	0.1799	12.9123	4.8302E-03	1.0051E-02
MSTRG.11927	1’735.9977	-0.5736	0.2071	12.9101	4.8352E-03	1.0061E-02
MSTRG.16207	16’766.2220	-0.1961	0.1136	12.9054	4.8456E-03	1.0082E-02
MSTRG.12999	8’884.2764	0.1219	0.1204	12.9024	4.8526E-03	1.0095E-02
MSTRG.22398	3’475.8960	0.4839	0.1643	12.9013	4.8549E-03	1.0099E-02
MSTRG.6238	2’346.5150	-0.2346	0.1289	12.9005	4.8567E-03	1.0102E-02
MSTRG.18083	1’753.5409	0.1998	0.1307	12.8978	4.8629E-03	1.0114E-02
ENSG00000231327.1	7.1039	3.3385	1.2114	12.8973	4.8640E-03	1.0116E-02
ENSG00000099337.5	5.0388	-2.2902	1.3682	12.8953	4.8685E-03	1.0124E-02
ENSG00000227938.1	8.9207	0.7721	0.7838	12.8947	4.8699E-03	1.0126E-02
MSTRG.10036	44.9839	-0.1275	0.5206	12.8946	4.8702E-03	1.0126E-02
ENSG00000175262.14	2.3967	-0.9918	1.9551	12.8811	4.9010E-03	1.0189E-02
MSTRG.16083	27.7440	1.5567	0.4383	12.8783	4.9074E-03	1.0201E-02
MSTRG.18169	34’856.4264	-0.1084	0.2005	12.8748	4.9154E-03	1.0217E-02
MSTRG.21335	26’093.4145	-0.4161	0.1393	12.8717	4.9224E-03	1.0231E-02
MSTRG.14711	98.5576	-0.7357	0.2669	12.8705	4.9253E-03	1.0235E-02
ENSG00000228742.11	6.7663	4.6663	1.4844	12.8704	4.9255E-03	1.0235E-02
MSTRG.19617	12’383.3541	-0.5231	0.2176	12.8656	4.9365E-03	1.0257E-02
MSTRG.14147	21.7650	-0.0856	0.5329	12.8629	4.9426E-03	1.0269E-02
MSTRG.20380	3’082.6759	0.3066	0.1061	12.8587	4.9523E-03	1.0288E-02
MSTRG.9385	2’903.0725	0.4093	0.1209	12.8584	4.9530E-03	1.0289E-02
ENSG00000248749.1	1.8712	-1.2128	1.4529	12.8549	4.9611E-03	1.0305E-02
MSTRG.27960	102.9391	0.7220	0.2967	12.8487	4.9756E-03	1.0334E-02
ENSG00000137869.15	6.0902	5.1056	1.5352	12.8471	4.9792E-03	1.0341E-02
MSTRG.1987	139.3891	0.1895	0.2500	12.8417	4.9917E-03	1.0366E-02
MSTRG.11502	12’796.9426	-0.3317	0.2047	12.8317	5.0151E-03	1.0414E-02
MSTRG.5565	2’450.8605	-0.4559	0.1333	12.8267	5.0267E-03	1.0437E-02
ENSG00000131849.12	207.4121	0.1155	0.2018	12.8261	5.0282E-03	1.0439E-02
MSTRG.16714	3’456.2429	0.1339	0.0983	12.8254	5.0299E-03	1.0442E-02
MSTRG.7387	267.8405	-0.6493	0.3061	12.8247	5.0315E-03	1.0444E-02
MSTRG.10016	668.0591	-0.3091	0.2090	12.8220	5.0378E-03	1.0456E-02
ENSG00000244026.6	6.8265	-2.4990	1.2189	12.8211	5.0400E-03	1.0459E-02
MSTRG.17674	4’210.2727	-0.2492	0.0949	12.8210	5.0402E-03	1.0459E-02
MSTRG.1186	61.1689	0.9964	0.3075	12.8205	5.0413E-03	1.0461E-02
MSTRG.21560	16.9715	-0.4887	0.5117	12.8164	5.0509E-03	1.0480E-02
MSTRG.5197	46.1130	-0.1864	0.3396	12.8148	5.0547E-03	1.0487E-02
MSTRG.11586	1’227.2710	0.0336	0.1446	12.8116	5.0623E-03	1.0502E-02
MSTRG.23613	3.0291	-2.9534	1.7461	12.8069	5.0732E-03	1.0523E-02
ENSG00000254006.5	2.8387	5.0894	1.7472	12.8039	5.0805E-03	1.0538E-02
MSTRG.21718	24.2681	0.7799	0.4262	12.7979	5.0947E-03	1.0566E-02
MSTRG.10485	5.4524	2.1806	0.9220	12.7958	5.0997E-03	1.0576E-02
MSTRG.14632	13.1298	-2.0678	0.6104	12.7955	5.1005E-03	1.0576E-02
MSTRG.25937	1’285.9105	-1.1776	0.4310	12.7913	5.1103E-03	1.0596E-02
MSTRG.349	18.4231	0.8812	0.5705	12.7889	5.1161E-03	1.0607E-02
MSTRG.5098	1’931.9539	-0.1898	0.1616	12.7875	5.1193E-03	1.0612E-02
MSTRG.22734	531.7401	-0.3294	0.2170	12.7813	5.1342E-03	1.0642E-02
MSTRG.6191	1’936.4957	-0.2228	0.1511	12.7810	5.1350E-03	1.0643E-02
MSTRG.8691	10’259.6989	-0.0347	0.1269	12.7800	5.1375E-03	1.0647E-02
ENSG00000187045.19	3.9090	0.6041	1.0539	12.7778	5.1427E-03	1.0657E-02
MSTRG.11588	2’922.1115	-0.6495	0.2450	12.7759	5.1473E-03	1.0666E-02
MSTRG.616	664.1857	-0.2158	0.1305	12.7753	5.1486E-03	1.0668E-02
ENSG00000218363.1	4.2064	5.1438	1.5421	12.7739	5.1519E-03	1.0674E-02
MSTRG.26740	16’136.8318	0.3006	0.1105	12.7728	5.1546E-03	1.0678E-02
MSTRG.19525	7’718.6714	0.3700	0.1445	12.7723	5.1557E-03	1.0680E-02
MSTRG.15392	2’093.6626	0.3832	0.1358	12.7711	5.1588E-03	1.0685E-02
MSTRG.364	77.9976	0.3526	0.4475	12.7609	5.1831E-03	1.0735E-02
MSTRG.17928	58.7616	-0.7105	0.3542	12.7585	5.1890E-03	1.0746E-02
